Reviews,Pos Office Branch,User,Reviews,Rate,tanggal_review
ada kantor pos tanjung lor santidakt bantu masyarakat hal kirim surat dokeumen bahkan laku berbatidaki macam transaksi keuantidakn jutidak dentidakn proses layan masyarakat makin menintidakat profesional makin tambah simpati masyarakat guna layan pos semotidak kantor pos makin oke,kantor pos tanjung selor,jhon bamb,"keberadaan kantor pos tanjung selor, sangat membantu masyarakat, dalam hal mengirim surat dan dokumen, bahkan melakukan berbagai macam transaksi keuangan. demikian juga dengan  proses pelayanan kepada masyarakat semakin meningkat dan profesional semakin menambah simpati masyarakat untuk menggunakan layanan pos... semoga kantor pos semakin ok",4,2018-08-11
tracking barang udah nyampe belum antar kurir huh gimana seh mohon ditintidakatkan layan jadi rugi rasa pake pos kilat khusus tau gitu pake jne reguler  ,kantor pos tanjung selor,cici theresia,tracking barang udah nyampe tapi belum diantar kurir huh gimana seh mohon ditingkatkan lagi pelayanannya jadi rugi rasanya pake pos kilat khusus tau gitu pake jne yang reguler aja 😛 …,1,2016-08-11
kantor pos berads deret dentidakn banyak kantor perintah jalan skip 1 bila sholat istirahat seberang jalan kantor pos kita capai mesjid agung istiqomah tanjung lor capai kurang 3mnt kantor pos,kantor pos tanjung selor,fahrizal umarila,"kantor pos ini berads berderetan dengan banyak kantor pemerintahan di jalan skip 1. bila ingin sholat dan beristirahat, seberang jalanan dari kantor pos ini kita bisa mencapai mesjid agung istiqomah tanjung selor. dapat dicapai kurang dari 3mnt dari kantor pos.",5,2016-08-11
kantor pos tanjung lor ini menintidakatkanstatusnya sebatidaki kantor wilayah kalimantan utara sehingtidak layan jadi lebih baik dibandintidakan belum ketika masuk para staf ada langsung siap beri layan prima baik dapat rasa sendiri,kantor pos tanjung selor,indra lesmana,"kantor pos tanjung selor saat ini telah meningkatkanstatusnya sebagai kantor wilayah kalimantan utara sehingga pelayanannya menjadi lebih baik dibandingkan sebelumnya.
ketika anda masuk maka para staf yang ada langsung siap memberikan pelayanan prima terbaik yang dapat anda rasakan sendiri",5,2018-08-11
kirim cepat pick up gratis layan setidakla bayar pos tanjung lor baik,kantor pos tanjung selor,mokodompit iyonk,pengiriman cepat bisa pick up gratis dan melayani segala pembayaran. pos tanjung selor terbaik,5,2024-09-11
letak nya strategis dekat dentidakn cafe para karyawan nya ramah,kantor pos tanjung selor,nely marpaung,"letak nya strategis karena dekat dengan cafe
para karyawan nya ramah",5,2024-09-11
muntidakin bumn pos indonesia layan santidakt buruk jauh ama instansi perintah,kantor pos tanjung selor,mario ramadani,"mungkin karena bumn ya pos indonesia ini pelayanannya sangat buruk, gak jauh ama instansi pemerintah lain",1,2020-08-11
tempat nyaman parkir luas petutidakanya kompeten,kantor pos tanjung selor,hosna sofia wachyudi putri,tempatnya nyaman parkir luas petugaanya kompeten,5,2024-09-11
keren banget tiap hari buka baik weekend weekdays mantap,kantor pos tanjung selor,ilham terry,"keren banget, tiap hari buka baik weekend dan weekdays... mantap!!!",5,2024-08-11
lama banget datang kata paket kilat nyampainya 2-4 hari lah minggu lebih datang datang,kantor pos tanjung selor,mba ndut,"lama banget datangnya katanya  paket kilat nyampainya 2-4 hari,  sdh lah seminggu lebih gk datang datang",1,2018-08-11
pa nomor resi nya sy lacak kirim pos kilat ko lama,kantor pos tanjung selor,deli deli ani sari,ini pa nomor resi nya...sy lacak ...pengiriman pos kilat ko lama,4,2018-08-11
banyak senyum  ramah masyarakat jgn cetus muluh muka nya tidak ikhlas layan  ,kantor pos tanjung selor,novembri susanti ngerung,perbanyak senyum & ramah kepada masyarakat.. jgn cetus muluh muka nya seperti tidak ikhlas melayani 🙏🏻🙏🏻🙏🏻 …,1,2021-08-11
kata ea 3- 4 hari koq datang jutidak paket saya jtidakn main tipu ea kurir ea,kantor pos tanjung selor,nur janna,"kata ea 3- 4 hari koq belum datang juga paketan saya.
jgan main tipu ea kurir ea.",1,2018-08-11
lihat track udah tgl 4 tanjung lor sampai tgl 7 g antar tuju,kantor pos tanjung selor,usman hasani,lihat track udah dari tgl 4 sampai tanjung selor tapi sampai tgl 7 g di antar ke tujuan,1,2020-08-11
kirim sekarang lebih cepat cuman terkadang atidak basah kardus barang,kantor pos tanjung selor,faesol puspito,pengiriman sekarang lebih cepat. cuman terkadang agak basah kardus barang,4,2017-08-11
bayar listrik air telpon bpjs sehat bpjs ketenatidakerjaan,kantor pos tanjung selor,fitra rachmad,"bisa bayar listrik air telpon bpjs kesehatan, bpjs ketenagakerjaan",5,2022-08-11
bangun renovasi jadi lebih baik semotidak layan jutidak ditintidakatkan jadi lebih baik,kantor pos tanjung selor,aprijan d,"bangunan direnovasi menjadi lebih baik, semoga pelayanannya juga ditingkatkan menjadi lebih baik lagi",5,2017-08-11
layan bagus sistem antri rapi buka 7 minggu,kantor pos tanjung selor,silvia hadriani,"pelayanan bagus, sistem antrian rapi dan buka 7 dalam seminggu",5,2018-08-11
bayar bpjs air listrik bisa sini baru renovasi,kantor pos tanjung selor,m. hardian noor,"bayar bpjs, air, listrik dll bisa disini, baru di renovasi",5,2017-08-11
layan cepat ramah,kantor pos tanjung selor,nuryanto ryanmbatang,pelayanan cepat ramah,5,2020-08-11
bangun kantor baru petutidaksnya ramah,kantor pos tanjung selor,khairil bakri,bangunan kantornya baru.. petugasnya ramah,5,2017-08-11
salah satu wahana kirim barang,kantor pos tanjung selor,fathur rahman,salah satu wahana pengiriman barang,5,2018-08-11
buka layan jam berapa,kantor pos tanjung selor,diah rahmi fitria,buka pelayanan sampai jam berapa???,5,2022-08-11
mau kirim lewat pos,kantor pos tanjung selor,asgar jabbar,mau kirim sesuatu lewat pos,5,2016-08-11
layan nya bagus ,kantor pos tanjung selor,siti nur aslinda,pelayanan nya bgus👍👍 …,4,2019-08-11
salah semua nama jalan,kantor pos tanjung selor,juliansah ndui,salah semua nama jalan,1,2015-08-11
nomor telepon susah hubung,kantor pos tanjung selor,febry haryadi,nomor telepon susah dihubungi,1,2020-08-11
langtidaknan  ,kantor pos tanjung selor,a- coffee,langganan 😄 …,5,2017-08-11
kantor pos sekarang online,kantor pos tanjung selor,virgian noor,kantor pos sekarang online,5,2018-08-11
jelas2 yang slah tempel resi yang kasi saran kee cust awal komplain koke ntidak smpai2 paket ku dengn tidakmpng y jawab saya bukan pentidakntar barang kan betul2 nyasar itu paket,kantor pos cabang balikpapan,wahyuni arfah,"jelas2 dia yang slah tempel resi, dia yg kasi saran kee cust. dari awal di komplain.. kok nga smpai2.. paket ku, dengn gampng y dia jawab.. “saya bukan pengantar barang”, kan betul2 nyasar itu.. paket.",1,2025-07-28
santidakt buruk tidak sesuai estimasi okeelah kalau cuaca mndukung mereka jg ada respon,kantor pos cabang balikpapan,most yt,"sangat buruk,gak sesuai estimasi okelah kalau cuaca gk mndukung,mereka jg gak ada respon",1,2025-08-04
area alamat mana paket turun mana coba baik managemen logistik kek gin jadi tunda dan kurir ngtidak hubung nomer tera paket ,kantor pos cabang balikpapan,kresna saddam,"area alamatnya mana, paket turun di mana.

coba di perbaiki lagi managemen logistiknya. kek gini jadi tertunda².
dan kenapa kurir ngga menghubungi nomer yang tertera pada paket ??",1,2025-06-11
alamat temu kan kurir punya hp hubungin nomor terima guna pake nomor hp maaf hubung lah bukan konfirmasi paket antar terima ada sj keterantidakn kasi,kantor pos cabang balikpapan,angely bg,"alamat belum ditemukan, kan kurirnya punya hp buat hubungin nomor penerima, gunanya pake nomor hp ya maaf dihubungi lah, bukannya belum konfirmasi paket di antar ke penerima ada² sj keterangan yg dikasi.",1,2025-05-11
udah baca review orang2 nyata keluh semua sama pentidakntarannya superrrr lama padahal ontidakirnya lumayan mahal tp ke alamat tuju lama banget ckck akan 2x pake jasa pos kirim barang ,kantor pos cabang balikpapan,fikrah hafizhah,"udah baca review orang2 ternyata keluhannya semua sama ""pengantarannya superrrr lama"" padahal ongkirnya lumayan mahal, tp sampai ke alamat tujuannya lama banget ckck. ga akan 2x pake jasa pos untuk kirim barang😖 …",1,2025-03-11
beli materai ssaja antri lama banget ya ikut antri jutidak beli materai hanya sebentar lho sedia lokeet khusus percuma lokeet 10 untuk beli materai ssaja lama banget tksh,kantor pos cabang balikpapan,kk bon / edy irawan,"apakah hanya membeli materai saja antrinya lama banget ya. ikut antrian juga, tolong pembelian materai hanya sebentar lho. tolong disediakan loket khusus, percuma loket sampai 10.untuk beli materai saja. lama banget. tksh",1,2025-04-11
paket dari tgl 16 bulan 6 sekarang di antar tau masalah apa,kantor pos cabang balikpapan,ardiansyah susilo,"paket saya dari tgl 16 bulan 6 sampai sekarang tidak di antar"" tidak tau masalahnya apa",2,2025-07-11
layan kirim ln bantu proses smotidak konsisten,kantor pos cabang balikpapan,ajeng dwiyani,layanan kirim ke ln dibantu prosesnya. smoga konsisten,5,2025-07-28
jntidakn coba coba kirim sini kalau mau nyesal  batidakimna kalau obat darurat kirim sini orang sakit mati,kantor pos cabang balikpapan,muhammad maulana,jngan coba coba mengirim disini lagi kalau gak mau nyesal . bagaimna kalau obat darurat yg dikirim disini maka orang yang sakit sudah mati...,1,2025-03-11
gedung lama jadi atidak panas layan santidakt bagus staff ramah mudah beri informasi,kantor pos cabang balikpapan,gita pramudita,"gedung lama jadi agk panas
pelayanannya sangat bagus, staff ramah dan mudah memberikan informasi.",5,2024-08-11
tidakjelas 3 hari bawa kurir di cek sistem batidakimana,kantor pos cabang balikpapan,yusuf abror,gajelas 3 hari dibawa kurir???? tolong di cek lagi sistemnya bagaimana,1,2025-07-11
layan ramah bersih bagus ruantidakn non-ac dingin ssaja dinding2nya kurang bersih kayak ruang tunggu luas,kantor pos cabang balikpapan,kiding,pelayanannya ramah. kebersihan bagus. ruangan non-ac tapi dingin. hanya saja dinding2nya kurang dibersihkan kayaknya. ruang tunggu luas.,4,2018-08-11
kirim lambat mbat nyesel pakai jasa,kantor pos cabang balikpapan,tedi santoso,pengiriman lambat mbat nyesel pakai jasa ini,1,2025-07-14
kelas kantor pos pusat punya tukang parkir gokeil,kantor pos cabang balikpapan,esi elmiatin,sekelas kantor pos pusat punya tukang parkir. gokil,1,2025-07-11
makin mantap kantor pos ya petutidaks lokeetnya murah senyum baik2 pula jadi adem rasa kalau mau bayar2 kirim2 paket surat lewat kantor pos,kantor pos cabang balikpapan,erman syah,"semakin mantap kantor pos ya,petugas loketnya murah senyum dan baik2 pula,,jadi adem rasanya kalau mau bayar2 dan kirim2 paket atau surat lewat kantor pos",5,2024-09-11
gedung bagus layan jg bagus muntidakin tambah nomer antri orang bingung semotidak maju terus pos indonesia layan ditintidakatkan makin muktahir ikut jaman milenial,kantor pos cabang balikpapan,katherine katja,gedungnya bagus. pelayanan jg bagus. mungkin harus ditambah nomer antrian supaya orang gak bingung. semoga maju terus pos indonesia dan pelayanan ditingkatkan lagi semakin muktahir mengikuti jaman milenial,4,2018-08-11
kirim paket jutidak jawa n paket biasa klu hari senin kirim hari rabu tentidakh hari nyampek,kantor pos cabang balikpapan,supandi abyrizqi80,bisa kirim paket juga ke jawa...n paket biasa aja klu hari senin kita kirim hari rabu tengah hari sudah nyampek,4,2022-08-11
pos kurir batidakimana yaa  barang sudah tgl 17 08 24 balikpapan tgl 05 09 24 ada terima hubung pihak pos tidak ada dentidakn ontidakir lumayan mahal 180rban jakarta balikpapan santidakt tidak rekomendasi layan  astagfirullah  ,kantor pos cabang balikpapan,im foodies,"pos ini gk ada kurir atau bagaimana yaa .. barang saya sudah sampai tgl 17/08/24 di balikpapan, sampai tgl 05/09/24 belum ada saya terima, dihubungi pihak pos pun tidak ada, dengan ongkir yang lumayan mahal sekitar 180rban dari jakarta ke balikpapan.. sangat tidak rekomendasi pelayanannya. 😖
astagfirullah … …",1,2024-09-11
proses lamaaaaaaa si aditya prasetya rachman kantor pos apa kantor rusak masa kirim paket lamaaaaaa ketuluntidakn mending tutup sudah,kantor pos cabang balikpapan,sultan imam assyafi'i,"proses lamaaaaaaa si aditya prasetya rachman, ini kantor pos apa kantor rusak. masa kirim paket aja lamaaaaaa gak ketulungan. mending tutup aja sudah.",1,2024-10-11
kirim uang luar negeri santidakt mudah layan nya jutidak bagus,kantor pos cabang balikpapan,natha umar,"kirim uang ke luar negeri sangat mudah,pelayanan nya juga bagus",5,2025-02-11
kantor pos buka sekarang,kantor pos cabang balikpapan,fadlu robbi,apakah kantor pos ini buka sekarang?,1,2025-06-11
payah mending usah punya jasa kirim barang kurir lelet kayak bekicot banyak alas,kantor pos cabang balikpapan,aryo dwi pangga,"payah, mending gak usah punya jasa pengiriman barang. daripada kurirnya lelet kayak bekicot. kebanyakan alasan.",1,2024-08-11
satpamx ramah tp petutidaks layan pembayaranx curang nota tera rp 141 000 tp sy dsuruh bayar rp 188 000 gmn ni jujur dlm kerja kah rezeki,kantor pos cabang balikpapan,ita nizaar,satpamx ramah tp petugas yg melayani pembayaranx curang....dinota tertera rp 141.000 tp sy dsuruh bayar rp 188.000....gmn ni ?...jujurlah dlm pekerjaanmu maka berkahlah rezekimu...,2,2024-08-11
kantor pos paling mantap layan nya,kantor pos cabang balikpapan,rizal ramadhan,kantor pos paling mantap pelayanan nya,5,2025-03-11
kantor pos sangtidakt kecewa kurir memang hubung tapi paket pernah antar makanya kantor pos sekarang sepi minat kerja nya lelet,kantor pos cabang balikpapan,indah rahma,kantor pos yang sanggat mengecewakan kurir memang sudah menghubungi saya tapi kenapa paket tidak pernah di antar makanya kantor pos sekarang sepi peminat pekerja nya lelet,1,2023-08-11
kantor pos kebangtidakan balikpapan layan muas santidakt ramah,kantor pos cabang balikpapan,sidiq faizal,"kantor pos kebanggaan balikpapan, pelayanan memuaskan dan sangat ramah..",5,2018-08-11
paket uda datang,kantor pos cabang balikpapan,mbah anto,apakah paketan saya uda datang,3,2025-05-11
paket buka paksa ada beberapa barang hilang saya terima paket saya,kantor pos cabang balikpapan,unknown user,paket saya dibuka paksa dan ada beberapa barang hilang saat saya menerima paket saya.,1,2024-09-11
pos mudah temu ssaja dan pos buka layan pagi sd malam 10 malam trus libur hari besar maupun minggu tetap buka jutidak pokeokenya layan nya muas bisa kirim2 mpe luar negeri,kantor pos cabang balikpapan,yuli yanti,pos mudah ditemukan dimana saja....dan pos buka pelayanan dari pagi sd malam 10 malam.....trus libur hari besar maupun minggu tetap buka juga.....pokoknya pelayanan nya memuaskan.....bisa kirim2 mpe luar negeri,5,2022-08-11
layan cepat sini rupa kantor pos pusat balikpapan kirim paket express next day batas jam kantor pos cabang terima jam 12 siang pilih express hartidak relatif murah area parkir luas lokeasi jutidak mudah dijantidakau,kantor pos cabang balikpapan,sapta sunusae,"pelayanan cepat, karena disini merupakan kantor pos pusat balikpapan, maka pengiriman paket express next day tidak dibatasi jam (kantor pos cabang hanya menerima sampai jam 12 siang untuk pilihan express). harga relatif murah, area parkir luas dan lokasi juga mudah dijangkau.",5,2019-08-11
keren smua serba mudah kirim paket kirim uang bayar angsur sat set beres,kantor pos cabang balikpapan,nanda riza,keren.. smua serba mudah. kirim paket kirim uang bayar angsuran.. sat set.. beres..,5,2024-09-11
vantage banget gedung nya bersih layan nya ramah kirim cepet bayar2 lentidakap pick up service pula keren pak pos,kantor pos cabang balikpapan,ali ghozi purnomo,"vantage banget gedung nya..bersih dan layanan nya ramah

kirimnya cepet bayar2 lengkap bisa pick up service pula..keren pak pos",5,2024-08-11
layan bagus cepat kirim sesuai waktu tentu,kantor pos cabang balikpapan,siti rohidah,pelayanan bagus.kecepatan pengiriman sesuai waktu yang ditentukan,5,2024-09-11
claim biaya asuransi rusa part motor lama banget masa 3 bulan ada kabar dari kantor pos padahal biaya 300 ribu motor di kirim dari tara balikpapan semua bagus sampai di balikpapan standar 1 patah  handle rem patah komitmen kantor pos,kantor pos cabang balikpapan,rahmat sukamdani,claim biaya asuransi kerusakan part motor saya lama banget. masa sampai 3 bulan ga ada kabar dri kantor pos. padahal biaya ga sampai 300 ribu. motor saya di kirim dri tarakan ke balikpapan semua masih bagus. sampai di balikpapan standar 1 patah & handle rem patah. tolong komitmennya kantor pos.,1,2022-08-11
layan kantor bagus cuma kurir atidak lambat barang paket tidaktidakl 3 kali,kantor pos cabang balikpapan,andy rezfan,pelayanan kantornya bagus cuma kurir agak lambat sampai barang paketan gagal 3 kali..,4,2023-08-11
